borrower_id,segment,gst_filing_notes,collection_call_notes,label_bankrupt
MSME06621,MSME,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jan. || Regular GST compliance maintained. No late filing flags in Oct.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06622,MSME,GST return for May filed within due date. ITC claims reconciled. || GST return for Jun filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06623,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,Courtesy call completed. No stress indicators noted.,0
MSME06624,MSME,Regular GST compliance maintained. No late filing flags in May. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,Courtesy call completed. No stress indicators noted.,0
MSME06625,MSME,Regular GST compliance maintained. No late filing flags in Nov. || GST return for Aug filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb. || Regular GST compliance maintained. No late filing flags in Oct.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06626,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || GST return for May filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06627,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || GST return for Jan filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME06628,MSME,Regular GST compliance maintained. No late filing flags in Nov. || Regular GST compliance maintained. No late filing flags in Apr. || GST return for Apr filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jul.,Courtesy call completed. No stress indicators noted.,0
MSME06629,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GST return for Apr filed within due date. ITC claims reconciled. || GST return for Sep filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06630,MSME,GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Feb.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.",0
MSME06631,MSME,Regular GST compliance maintained. No late filing flags in Nov. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || Regular GST compliance maintained. No late filing flags in Apr.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06632,MSME,Steady monthly turnover reported in GST filings; no anomalies for Sep. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME06633,MSME,Repeated late filing pattern observed for Oct; compliance risk noted. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,Complaint logged: borrower disputes penalty charges amid repayment difficulty.,0
MSME06634,MSME,GST return for Mar filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06635,MSME,Regular GST compliance maintained. No late filing flags in Oct. || Regular GST compliance maintained. No late filing flags in Sep. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Oct.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06636,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || GST return for Oct filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06637,MSME,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GST return for Jul filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06638,MSME,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06639,MSME,GST return for May filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Oct. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06640,MSME,GSTR-3B filing delayed by 11 days for Mar. Late fee applicable. || GST return for Sep filed after due date; ITC mismatch flagged. || Turnover declared in Jan filing dropped sharply versus prior period.,Borrower requested EMI deferment citing cash flow stress. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,1
MSME06641,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GST return for Apr filed after due date; ITC mismatch flagged. || GSTR-3B filing delayed by 31 days for Apr. Late fee applicable.,Field visit report notes shutdown/reduced operations at business premises. || Borrower requested restructuring due to declining order book. || Borrower requested EMI deferment citing cash flow stress.,1
MSME06642,MSME,GST return for Dec filed after due date; ITC mismatch flagged. || Regular GST compliance maintained. No late filing flags in Sep.,Complaint logged: borrower disputes penalty charges amid repayment difficulty. || Borrower requested EMI deferment citing cash flow stress. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,1
MSME06643,MSME,Regular GST compliance maintained. No late filing flags in Mar. || Regular GST compliance maintained. No late filing flags in Dec. || Regular GST compliance maintained. No late filing flags in Feb. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06644,MSME,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Dec.,Courtesy call completed. No stress indicators noted.,0
MSME06645,MSME,GST return for Jan filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Nov. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06646,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jul. || Regular GST compliance maintained. No late filing flags in Nov. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06647,MSME,GST return for Dec filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Mar.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06648,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for May.,Courtesy call completed. No stress indicators noted.,0
MSME06649,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in Jul. || Regular GST compliance maintained. No late filing flags in Apr. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME06650,MSME,Regular GST compliance maintained. No late filing flags in May. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || GST return for Nov filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME06651,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06652,MSME,Regular GST compliance maintained. No late filing flags in Jul. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Aug. || Regular GST compliance maintained. No late filing flags in Aug.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06653,MSME,Regular GST compliance maintained. No late filing flags in Sep. || Regular GST compliance maintained. No late filing flags in Jul. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06654,MSME,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jan. || GST return for Oct filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06655,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || Regular GST compliance maintained. No late filing flags in Mar.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.",0
MSME06656,MSME,Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06657,MSME,GST return for Jan filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06658,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in Feb. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06659,MSME,GST return for Jan filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Apr.,Courtesy call completed. No stress indicators noted.,0
MSME06660,MSME,GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06661,MSME,Steady monthly turnover reported in GST filings; no anomalies for Mar. || Steady monthly turnover reported in GST filings; no anomalies for Nov. || GST return for May filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06662,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Regular GST compliance maintained. No late filing flags in Feb. || Steady monthly turnover reported in GST filings; no anomalies for May.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06663,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || Steady monthly turnover reported in GST filings; no anomalies for May.,"Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06664,MSME,Regular GST compliance maintained. No late filing flags in Jan. || Regular GST compliance maintained. No late filing flags in Sep. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || GST return for Dec filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06665,MSME,GST return for Jun filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || Regular GST compliance maintained. No late filing flags in Jul. || GST return for May filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06666,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,Courtesy call completed. No stress indicators noted.,0
MSME06667,MSME,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME06668,MSME,GST return for Jul filed within due date. ITC claims reconciled. || GST return for Apr filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06669,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Regular GST compliance maintained. No late filing flags in Oct.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06670,MSME,GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06671,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06672,MSME,Regular GST compliance maintained. No late filing flags in Apr. || GST return for Apr filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME06673,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06674,MSME,GST return for Jun filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || Steady monthly turnover reported in GST filings; no anomalies for Aug.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06675,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || GST return for Jul filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06676,MSME,GST return for Jan filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME06677,MSME,Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Sep.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06678,MSME,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jul. || Steady monthly turnover reported in GST filings; no anomalies for Jun.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME06679,MSME,Regular GST compliance maintained. No late filing flags in Feb. || GST return for Apr filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in May. || Regular GST compliance maintained. No late filing flags in Nov.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06680,MSME,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06681,MSME,Steady monthly turnover reported in GST filings; no anomalies for Apr. || GSTR-3B filing delayed by 35 days for Sep. Late fee applicable.,Courtesy call completed. No stress indicators noted. || Borrower requested EMI deferment citing cash flow stress.,0
MSME06682,MSME,Steady monthly turnover reported in GST filings; no anomalies for May. || Steady monthly turnover reported in GST filings; no anomalies for Nov. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GST return for Jun filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME06683,MSME,GST return for Oct filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Oct. || GST return for May filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME06684,MSME,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME06685,MSME,Regular GST compliance maintained. No late filing flags in Nov. || GST return for Mar filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06686,MSME,GST return for Oct filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME06687,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jul. || Regular GST compliance maintained. No late filing flags in Jan. || Regular GST compliance maintained. No late filing flags in Jul. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME06688,MSME,Steady monthly turnover reported in GST filings; no anomalies for Feb. || Regular GST compliance maintained. No late filing flags in Oct. || Regular GST compliance maintained. No late filing flags in Feb. || Regular GST compliance maintained. No late filing flags in Apr.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME06689,MSME,GST return for Jan filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Nov.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME06690,MSME,GST return for May filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GST return for Jul filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06691,MSME,Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06692,MSME,GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Nov. || GST return for Dec filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06693,MSME,GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GST return for Mar filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06694,MSME,Turnover declared in Sep filing dropped sharply versus prior period. || Repeated late filing pattern observed for Sep; compliance risk noted. || Repeated late filing pattern observed for May; compliance risk noted. || GST return for Jun filed after due date; ITC mismatch flagged.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower requested EMI deferment citing cash flow stress.,0
MSME06695,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || Steady monthly turnover reported in GST filings; no anomalies for May. || GST return for Jan filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME06696,MSME,GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06697,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || GST return for Oct filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06698,MSME,Turnover declared in Dec filing dropped sharply versus prior period. || GST return for Feb filed within due date. ITC claims reconciled.,Call escalated - borrower reported delay in receivables from customers. || Courtesy call completed. No stress indicators noted. || Borrower unresponsive to last two collection calls.,0
MSME06699,MSME,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06700,MSME,GST return for Dec filed after due date; ITC mismatch flagged. || Regular GST compliance maintained. No late filing flags in Jan. || Regular GST compliance maintained. No late filing flags in Aug.,Complaint logged: borrower disputes penalty charges amid repayment difficulty. || Borrower requested EMI deferment citing cash flow stress.,0
MSME06701,MSME,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || GST return for Jun filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06702,MSME,Regular GST compliance maintained. No late filing flags in Nov. || Regular GST compliance maintained. No late filing flags in Jul.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06703,MSME,Steady monthly turnover reported in GST filings; no anomalies for May. || Steady monthly turnover reported in GST filings; no anomalies for Jan. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06704,MSME,Regular GST compliance maintained. No late filing flags in Oct. || GST return for Sep filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06705,MSME,GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GST return for Feb filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06706,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in May. || Regular GST compliance maintained. No late filing flags in Feb. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,"Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06707,MSME,Regular GST compliance maintained. No late filing flags in May. || Regular GST compliance maintained. No late filing flags in Dec. || GST return for Sep filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME06708,MSME,Steady monthly turnover reported in GST filings; no anomalies for Sep. || GST return for Dec filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06709,MSME,Steady monthly turnover reported in GST filings; no anomalies for Sep. || GST return for Jul filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06710,MSME,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06711,MSME,Regular GST compliance maintained. No late filing flags in Sep. || Regular GST compliance maintained. No late filing flags in Mar. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.",0
MSME06712,MSME,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Aug.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME06713,MSME,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06714,MSME,GST return for Jan filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jun.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME06715,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Aug.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06716,MSME,GST return for Jun filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME06717,MSME,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GST return for Sep filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Oct.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06718,MSME,Regular GST compliance maintained. No late filing flags in May. || GST return for Mar filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
